ID,Acronym,Hemisphere,"Sample Number
Brain 1","Sample Number
Brain 2",Structures represented with at least n=2 samples in both brains,Structures,,,,,,,,,
9342,11nf,R,,,,,,,,,"Accessory Nerve, Right",,,,
9343,12n,,,,,,,,,Hypoglossal Nerve,,,,,
9344,12n,L,,,,,,,,,"Hypoglossal Nerve, Left",,,,
9345,12n,R,,,,,,,,,"Hypoglossal Nerve, Right",,,,
9346,dlf,,,,,,,,Dorsal Longitudinal Fasciculus,,,,,,
9347,dlf,L,,,,,,,,"Dorsal Longitudinal Fasciculus, Left",,,,,
9348,dlf,R,,,,,,,,"Dorsal Longitudinal Fasciculus, Right",,,,,
9349,mlf,,,,,,,,Medial Longitudinal fasciculus,,,,,,
9350,mlf,L,,,,,,,,"Medial Longitudinal fasciculus, Left",,,,,
9351,mlf,R,,,,,,,,"Medial Longitudinal fasciculus, Right",,,,,
12950,ctg,,,,,,,,Central Tegmental Tract,,,,,,
12951,ctg,L,,,,,,,,"Central Tegmental Tract, Left",,,,,
12952,ctg,R,,,,,,,,"Central Tegmental Tract, Right",,,,,
12953,fr,,,,,,,,Fasciculus Retroflexus,,,,,,
12954,fr,L,,,,,,,,"Fasciculus Retroflexus, Left",,,,,
12955,fr,R,,,,,,,,"Fasciculus Retroflexus, Right",,,,,
12956,ll,,,,,,,,Lateral Lemniscus,,,,,,
12957,ll,L,,,,,,,,"Lateral Lemniscus, Left",,,,,
12958,ll,R,,,,,,,,"Lateral Lemniscus, Right",,,,,
12959,ml,,,,,,,,Medial Lemniscus,,,,,,
12960,ml,L,,,,,,,,"Medial Lemniscus, Left",,,,,
12961,ml,R,,,,,,,,"Medial Lemniscus, Right",,,,,
12962,py,,,,,,,,Pyramidal Tract,,,,,,
12963,py,L,,,,,,,,"Pyramidal Tract, Left",,,,,
12964,py,R,,,,,,,,"Pyramidal Tract, Right",,,,,
12965,pyx,,,,,,,,,Pyramidal Decussation,,,,,
9352,SS,,,,,,Sulci & Spaces,,,,,,,,
9353,TELs,,,,,,,Telencephalic spaces,,,,,,,
9400,SSmd,,,,,,,,Major divisions,,,,,,
9404,cas,,,,,,,,,Callosal sulcus,,,,,
9403,cs,,,,,,,,,Central Sulcus,,,,,
9401,lf,,,,,,,,,Longitudinal Fissure,,,,,
9402,sf,,,,,,,,,Sylvian Fissure,,,,,
9354,FLs,,,,,,,,Frontal Lobe Sulci,,,,,,
9368,apos,,,,,,,,,anteiror parolfactory sulcus,,,,,
9364,cgs,,,,,,,,,cingulate sulcus,,,,,
9363,fms,,,,,,,,,frontomarginal sulcus,,,,,
9362,fros,,,,,,,,,fronto-orbital sulcus,,,,,
9357,ifs,,,,,,,,,inferior frontal sulcus,,,,,
9367,iros,,,,,,,,,inferior rostral sulcus,,,,,
9358,infs,,,,,,,,,Intermediate frontal sulcus,,,,,
9359,mfs,,,,,,,,,Medial frontal sulcus,,,,,
9361,olfs,,,,,,,,,olfactory sulcus,,,,,
9360,orbs,,,,,,,,,orbital sulcus,,,,,
9365,pcs,,,,,,,,,paracentral sulcus,,,,,
9369,ppos,,,,,,,,,posterior parolfactory sulcus,,,,,
9355,prcs,,,,,,,,,precentral sulcus,,,,,
9356,sfrs,,,,,,,,,superior frontal sulcus,,,,,
9366,sros,,,,,,,,,superior rostral sulcus,,,,,
9397,ILs,,,,,,,,Insular Lobe Sulci,,,,,,
9399,cis,,,,,,,,,central sulcus of insula,,,,,
9398,crs,,,,,,,,,circular sulcus,,,,,
9393,LLs,,,,,,,,Limbic Lobe Sulci,,,,,,
9394,his,,,,,,,,,hippocampal sulcus,,,,,
9395,ssa,,,,,,,,,sulcus semi-anularis,,,,,
9396,us,,,,,,,,,uncal sulcus,,,,,
9386,OLs,,,,,,,,Occipital Lobe Sulci,,,,,,
9391,ccs,,,,,,,,,calcarine sulcus,,,,,
9389,locs,,,,,,,,,lateral occipital sulcus,,,,,
9390,lus,,,,,,,,,lunate sulcus,,,,,
9392,pos,,,,,,,,,parieto-occipital sulcus,,,,,
9387,pon,,,,,,,,,preoccipital notch,,,,,
9388,tocs,,,,,,,,,transverse occipital sulcus,,,,,
9370,PLs,,,,,,,,Parietal Lobe Sulci,,,,,,
9372,itps,,,,,,,,,intraparietal sulcus,,,,,
9371,pocs,,,,,,,,,postcentral sulcus,,,,,
9373,pis,,,,,,,,,primary intermediate sulcus,,,,,
9374,sis,,,,,,,,,secondary intermediate sulcus,,,,,
9376,sbps,,,,,,,,,subparietal sulcus,,,,,
9375,sps,,,,,,,,,superior parietal sulcus,,,,,
9377,TLs,,,,,,,,Temporal Lobe Sulci,,,,,,
9384,ans,,,,,,,,,angular sulcus,,,,,
9385,aoc,,,,,,,,,anterior occipital sulcus,,,,,
9380,cos,,,,,,,,,collateral sulcus,,,,,
9379,its,,,,,,,,,inferior temporal sulcus,,,,,
10150,mts,,,,,,,,,middle temporal sulcus,,,,,
9382,phr,,,,,,,,,parahippocampal ramus,,,,,
9381,phs,,,,,,,,,parahippocampal sulcus,,,,,
9383,rhs,,,,,,,,,rhinal sulcus,,,,,
9378,sts,,,,,,,,,superior temporal sulcus,,,,,
9405,METs,,,,,,,Metencephalic  Sulci,,,,,,,
9406,Cbs,,,,,,,,Cerebellar Sulci,,,,,,
9407,prf,,,,,,,,,precentral fissure,,,,,
9408,pcf,,,,,,,,,preculminate fissure,,,,,
9409,icf,,,,,,,,,intraculminate fissure,,,,,
9410,prif,,,,,,,,,primary fissure,,,,,
9411,spf,,,,,,,,,superior posterior fissure,,,,,
9412,hf,,,,,,,,,horizontal fissure,,,,,
9413,apf,,,,,,,,,ansoparamedian fissure,,,,,
9414,pbf,,,,,,,,,prepyramidal/prebiventer fissure,,,,,
9415,ibf,,,,,,,,,intrabiventer fissure,,,,,
9416,sfCb,,,,,,,,,secondary fissure,,,,,
9417,plf,,,,,,,,,posterolateral fissure,,,,,
9418,Vent,,,,,,,Ventricles,,,,,,,
9419,LV,,,,,,,,Lateral Ventricle,,,,,,
9708,CPLV,,,,,,,,,Choroid Plexus of the lateral ventricle,,,,,
9420,3V,,,,,,,,Third Ventricle,,,,,,
9709,CP3V,,,,,,,,,Choroid Plexus of the third ventricle,,,,,
9421,4V,,,,,,,,Fourth Ventricle,,,,,,
9710,CP4V,,,,,,,,,Choroid Plexus of the fourth ventricle,,,,,
9422,CC,,,,,,,,Central Canal,,,,,,
